SCED Time  Stamp,Repeated Hour  Flag,SUM  BASE POINT NON-WGR,SUM  HASL NON-WGR,SUM  LASL NON-WGR,SUM  BASE POINT WGR,SUM  HASL  WGR,SUM  LASL WGR,SUM  BASE POINT REMAINING RESOURCES,SUM  HASL REMAINING RESOURCES,SUM  LASL REMAINING RESOURCES,SUM  GEN  TELEM  MW
09/20/2024 00:00:12,N,1785.28365373,2873.70207544,1072.61889122,13573.11826482,13573.11826482,.1,95.6707328,1623.82449984,0,15436.42889
09/20/2024 00:15:11,N,1807.9951415,2762.0132031,1072.57392357,13602.49096885,13602.49097648,.1,79.26598413,1624.22644114,0,15523.70242
09/20/2024 00:30:13,N,1786.14764928,2763.91710038,1073.19282005,13640.84201914,13640.84201914,.1,77.62132332,1625.11679196,0,15499.0215
09/20/2024 00:45:11,N,1789.6832931,2763.51886792,1072.90493248,13833.2846899,13833.2846899,.1,68.1048763,1623.82804489,0,15679.48819
09/20/2024 01:00:12,N,1802.22591352,3151.3925261,1073.60718773,13753.07317396,13753.07317396,.1,88.14217063,1243.49879026,0,15623.05034
09/20/2024 01:15:11,N,1812.33107042,3161.36565347,1103.93274925,13508.28810995,13508.28810614,.1,59.31428942,1244.87684822,0,15354.43892
09/20/2024 01:30:12,N,1763.46931982,3147.42482133,1103.18836449,13360.77689686,13360.8288969,.1,32.79696751,1243.14175772,0,15152.99897
09/20/2024 01:45:11,N,1692.01623141,2998.31688066,1024.49505089,13291.66706883,13292.23834264,.1,47.88005773,1244.55389785,0,14985.0952
09/20/2024 02:00:14,N,1712.93291568,3292.1928639,1024.65699242,13393.04501917,13393.32516291,.1,37.80172397,961.63831067,0,15105.19911
09/20/2024 02:15:11,N,1613.69210755,3322.91590328,993.89014671,13328.05921265,13328.05921265,.1,16.48936004,960.08697652,0,14982.31016
09/20/2024 02:30:10,N,1618.62809908,3323.67570825,1059.26172875,13323.37445181,13323.37445181,.1,19.47434769,962.86436557,0,14978.17288
09/20/2024 02:45:08,N,1587.60090547,3323.50394054,994.86527489,13401.93670383,13401.93670383,.1,18.05645913,961.91915369,0,14946.14696
09/20/2024 03:00:11,N,1616.14767742,3268.21755643,1001.61992882,13345.47142338,13345.46593022,.1,51.5208062,1007.08133339,0,14957.68636
09/20/2024 03:15:09,N,1542.02520978,2982.11136766,1011.99569176,13178.84147247,13178.69865402,.1,22.15032907,1000.7302227,0,14671.95276
09/20/2024 03:30:09,N,1476.03162108,2974.07963414,1012.01856468,13005.15255075,13005.20748239,.1,19.93101677,1001.38119578,0,14465.85603
09/20/2024 03:45:11,N,1563.43935513,2987.8795342,1012.21123741,12936.59454625,12936.59454625,.1,13.20270062,1000.25514793,0,14498.68861
09/20/2024 04:00:11,N,1538.57126772,2987.13265176,948.77169273,12862.2252193,12862.2252193,17.48999939,16.26668443,998.8019545,0,14347.39467
09/20/2024 04:15:08,N,1559.59448111,2970.01475091,1013.25994347,12768.73665642,12768.73665642,.1,.08147431,994.16515064,0,14361.87062
09/20/2024 04:30:11,N,1523.43413484,2991.43576284,950.21184776,12429.24455744,12429.24455744,.1,0,996.10557675,0,13923.48285
09/20/2024 04:45:08,N,1521.95556044,3020.48099656,969.71071861,12007.41992726,12007.79345098,.1,1.42503309,1000.00890874,0,13547.33385
09/20/2024 05:00:11,N,1715.10503864,2850.01903291,1034.35070274,11581.26900646,11581.26900646,.1,31.39470648,1314.50832259,0,13323.83718
09/20/2024 05:15:08,N,1764.17895126,2829.76932378,1035.07137535,11432.53391343,11432.53391343,.1,29.69345373,1312.66211926,0,13189.88222
09/20/2024 05:30:08,N,1754.54674053,2828.83141275,1035.26520775,11362.14476805,11362.14476805,.1,45.03343631,1314.65176761,0,13117.06823
09/20/2024 05:45:10,N,1796.98419857,2827.83922334,1034.98186729,11140.73518902,11140.73518902,.1,41.74319868,1331.12191653,0,12950.47266
09/20/2024 06:00:11,N,1765.61517906,2919.04166837,1034.9807534,11157.54993635,11157.54993635,.1,50.88300323,1178.76909494,0,13020.46616
09/20/2024 06:15:08,N,1766.743183,2886.3106236,1035.27720116,10652.53127986,10652.53127986,.1,126.09821377,1178.2775439,0,12522.12875
09/20/2024 06:30:09,N,1778.90216879,2888.02310319,1036.21573875,10097.57797536,10097.57797536,.1,26.82278238,1178.79422998,0,11902.34842
09/20/2024 06:45:08,N,1786.48051467,2886.84886117,1036.27192162,9567.10737201,9567.10737201,.1,34.36094769,1178.15755486,0,11520.76087
09/20/2024 07:00:12,N,1791.78429294,2887.32254405,1036.49329613,9159.2166634,9159.2166634,.1,175.96166503,1231.11405074,0,10956.84979
09/20/2024 07:15:10,N,1792.26804769,2887.80021377,1036.73407982,9045.05416901,9045.05416901,.1,57.52563387,1257.72931671,0,10826.30431
09/20/2024 07:30:08,N,1795.04263261,2890.59418881,1036.54775229,9003.00670312,9003.00670312,.1,2.62284188,1258.41365897,0,10824.71902
09/20/2024 07:45:09,N,1784.13625294,2977.27490986,1043.69668743,8685.27695111,8685.27695111,.1,.04216259,1258.90821707,0,10477.10364
09/20/2024 08:00:11,N,2277.58413733,3265.09241856,1044.34188316,8413.12725242,8413.12725242,.1,219.04494458,1423.32393527,0,10748.42198
09/20/2024 08:15:07,N,3364.66124003,4330.27959816,1004.10395287,7908.91701832,7908.91701832,.1,.729324,1387.73234236,0,11392.00357
09/20/2024 08:30:10,N,4476.75308006,5444.69191043,1003.83176659,7281.88593704,7281.88593704,.1,.26620167,1390.94799041,0,11727.40574
09/20/2024 08:45:09,N,5300.05304478,6279.10282181,1005.00155113,6542.07201422,6542.07201422,.1,5.16182349,1411.96816992,0,11826.41814
09/20/2024 09:00:11,N,6565.43849044,7703.89941363,1003.91190575,5909.10175168,5909.10175168,.1,.01754855,1019.3937993,0,12470.16298
09/20/2024 09:15:10,N,7316.59547197,8423.00643407,1002.62934349,5972.41161917,5972.41161917,.1,.01845489,1019.07965064,0,13251.99426
09/20/2024 09:30:08,N,7886.59766989,8991.19045573,1001.81026695,6267.49146699,6267.49146699,.1,.01802644,1020.59859013,0,14121.77841
09/20/2024 09:45:10,N,8416.58541297,9501.25959682,1001.04761742,7000.92338258,7001.14859658,.1,.02462,1023.0466237,0,15410.93039
09/20/2024 10:00:11,N,9149.65464353,10193.08562111,999.32959984,7565.07379245,7565.02435588,.1,.1056175,760.29509782,0,16705.7604
09/20/2024 10:15:09,N,9072.94296693,10187.13413023,998.61666344,7743.73016077,7743.73016077,.1,68.5089987,827.53260803,0,16873.83433
09/20/2024 10:30:10,N,9383.06258841,10501.85746904,1000.21506737,7913.2515192,7913.2515192,.1,69.46345613,828.68660736,0,17398.3084
09/20/2024 10:45:10,N,9709.11362743,10831.05764745,998.98084496,7707.03314977,7707.03314977,.1,45.72120746,829.65527772,0,17475.98507
09/20/2024 11:00:11,N,9729.41031306,10511.31243484,998.27416466,7496.88889813,7496.916363,.1,1.30209198,905.18000602,0,17218.33603
09/20/2024 11:15:10,N,9429.18350219,10174.92938923,997.75657127,7232.77977538,7232.77977538,.1,45.50389234,889.53801679,0,16633.24468
09/20/2024 11:30:10,N,9363.05669323,10294.04333423,997.47080467,7044.42387694,7044.00640982,.1,91.09972284,929.53201675,0,16374.07912
09/20/2024 11:45:10,N,9389.24088989,10311.88524531,995.71142052,7077.12664002,7077.12664002,.1,340.21733494,929.48501682,0,16680.72336
09/20/2024 12:00:12,N,9470.74714052,10397.91336696,996.16779564,7112.11973047,7112.11973047,.1,168.49808514,844.89601945,0,16647.27902
09/20/2024 12:15:10,N,9607.83158505,10394.94602458,995.72628258,7115.94424057,7115.76297187,.1,79.03372485,740.45701122,0,16780.24215
09/20/2024 12:30:11,N,9441.95635124,10198.69851367,995.96105431,7164.46060109,7164.23735976,.1,24.8408452,827.90101146,0,16661.98344
09/20/2024 12:45:11,N,9486.522727,10278.56713866,996.52564476,7424.44304215,7424.44304215,.1,22.59668115,740.15400838,0,16895.84841
09/20/2024 13:00:13,N,9771.39117857,10664.07019611,995.56125877,7789.35137417,7789.35137417,.1,9.64303405,653.87999868,0,17532.89217
09/20/2024 13:15:10,N,9681.1696329,10574.30735205,996.32863854,8180.34492951,8180.34492951,.1,4.82557203,570.1523261,0,17854.83896
09/20/2024 13:30:11,N,9806.44481771,10701.40854018,997.27541588,8519.3535985,8519.3535985,.1,10.37117462,608.62599754,0,18269.06366
09/20/2024 13:45:10,N,9826.5165882,10718.10740565,997.02784203,8709.22901117,8710.00901091,.1,15.3282596,609.1099987,0,18510.37136
09/20/2024 14:00:12,N,9767.98260783,10767.67479764,997.18401573,8937.43799781,8952.61641216,.1,13.19462618,709.41378116,0,18754.17522
09/20/2024 14:15:10,N,9793.37133025,10648.56877624,996.16398094,8943.76824253,8990.00830143,.1,12.18159773,698.76358252,0,18766.89763
09/20/2024 14:30:10,N,9755.12642192,10677.71465742,997.63646935,9243.93722549,9272.85613551,.1,20.79280722,715.03399792,0,19060.66037
09/20/2024 14:45:10,N,9837.07448978,10716.42639333,997.64000767,9405.60782599,9476.18064326,.1,20.79423586,715.74397414,0,19271.62097
09/20/2024 15:00:14,N,9900.35643863,10591.55620431,998.07924889,9260.65853464,9304.52590978,.1,22.19839318,683.99030119,0,19047.69869
09/20/2024 15:15:10,N,9679.87074851,10547.84223508,997.42656944,9585.10229003,9638.16994225,.1,27.11378362,675.97427961,0,19372.27956
09/20/2024 15:30:12,N,9519.62996387,10388.66577386,998.29751061,9561.17662239,9623.91489362,.1,29.41271882,681.95601531,0,19095.12166
09/20/2024 15:45:11,N,9500.84036254,10232.91149663,998.76528404,9614.7773126,9674.32733187,.1,39.76678647,690.841854,0,19101.4209
09/20/2024 16:00:15,N,9435.16025447,10335.17614602,1018.04433105,9560.44073861,9636.58576422,.1,52.04361926,645.87720757,0,19044.7296
09/20/2024 16:15:11,N,9256.55836104,10208.84157561,997.21126793,9564.14100402,9630.19152635,.1,146.61497092,659.051568,0,18866.57285
09/20/2024 16:30:12,N,9210.46865748,10127.28009891,1000.39835594,9445.25815531,9506.8450708,.1,70.05530697,666.06862801,0,18719.78875
09/20/2024 16:45:11,N,9222.81486778,10067.8632202,999.68990562,9117.42084044,9158.27615851,.1,91.67150466,655.0546078,15.85762786,18318.23473
09/20/2024 17:00:13,N,9096.11689519,10106.23624324,997.13866661,9046.62462213,9085.01783278,.1,107.55740955,687.90096089,0,18161.30631
09/20/2024 17:15:10,N,9074.87121414,10096.17772459,1001.41386196,9018.384029,9018.49724921,.1,84.84290351,691.80394208,0,18148.69153
09/20/2024 17:30:11,N,8879.06220435,9847.420547,1013.69673584,8704.83508056,8705.41415923,.1,76.14847244,694.35274291,0,17642.61374
09/20/2024 17:45:11,N,8671.02612685,9408.43361901,1039.58816002,8648.22800789,8648.52878914,.1,108.36907638,702.34848546,0,17429.0687
