"SCED Time  Stamp","Repeated Hour  Flag","SUM  BASE POINT NON-IRR","SUM  HASL NON-IRR","SUM  LASL NON-IRR","SUM  BASE POINT WGR","SUM   HASL  WGR","SUM  LASL WGR","SUM  BASE POINT PVGR","SUM   HASL  PVGR","SUM  LASL PVGR","SUM  BASE POINT REMAINING RESOURCES","SUM  HASL REMAINING RESOURCES","SUM  LASL REMAINING RESOURCES","SUM  GEN  TELEM  MW"
"08/13/2021 00:00:21","N","35511.49925327","44768.73612117","23744.89880371","12567.5853648","12648.55121563",".39999998","1.444601","1.444631",".00001","4047.74828713","4266.49769306","3065.46931076","52244.32426"
"08/13/2021 00:15:14","N","34811.02646732","43248.47614145","22664.81410217","12458.80874089","12458.80874089",".39999998","1.78421036","1.78424036",".00001","4041.59927106","4260.00959491","3058.27241134","51383.68414"
"08/13/2021 00:30:08","N","34168.03234398","42612.48483276","22341.29739379","12321.99562562","12321.99562562",".39999998","1.444601","1.444631",".00001","3983.30541367","4201.65058612","3000.47040939","50544.61056"
"08/13/2021 00:45:08","N","33198.92840576","42196.50931262","22233.38290405","12365.11535211","12365.11535211",".39999998","1.444601","1.54463099",".00001","3984.53040652","4201.62879657","3000.27131271","49694.61132"
"08/13/2021 01:00:13","N","32939.88433313","41979.82294845","22122.79617309","12072.57016906","12072.46567497",".39999998","1.444601","1.444631",".00001","3984.89439354","4202.01813983","3000.4329338","49024.92391"
"08/13/2021 01:15:07","N","32534.1275233","42416.64481496","22112.92436981","11959.91100271","11959.83078917",".39999998","1.5018178","1.5018478",".00001","3990.17325923","4205.60151386","3003.9909172","48497.87845"
"08/13/2021 01:30:07","N","32394.06576514","41541.21197414","21661.34815216","11585.83550329","11585.81787939",".39999998","1.444601","1.444631",".00001","3985.89202029","4202.58918476","3000.5735588","47904.19588"
"08/13/2021 01:45:07","N","32016.93688845","41522.69093132","21643.66246032","11332.64699685","11332.64699685",".39999998","1.444601","1.444631",".00001","3986.80921763","4204.75214862","3003.01502609","47329.60448"
"08/13/2021 02:00:13","N","31691.83108735","41631.47220516","21631.41372835","11180.21422741","11180.18848107",".39999998","1.444601","1.444631",".00001","3988.45233223","4206.20985126","3004.57404708","46882.61374"
"08/13/2021 02:15:07","N","31117.76595008","41600.97491168","21600.47243654","11170.79782423","11170.79782423",".39999998","1.444601","1.444631",".00001","3989.09867665","4207.0113039","3004.79322433","46421.54466"
"08/13/2021 02:30:07","N","30626.48814737","41616.42065048","21633.38488924","11356.45453296","11356.45453296",".39999998","1.444601","1.444631",".00001","3984.96120133","4199.98090839","2997.81342697","46127.73255"
"08/13/2021 02:45:08","N","30241.43201112","41610.59906768","21665.74286043","11373.77222932","11373.77222932",".39999998","1.444601","1.444631",".00001","4008.19289015","4228.2635622","3023.17200851","45725.71719"
"08/13/2021 03:00:11","N","30035.32410395","41518.39574337","21670.74429321","11324.10474418","11323.82185959",".39999998","1.444601","1.444631",".00001","4012.10096658","4231.34180927","3026.17438888","45458.02896"
"08/13/2021 03:15:08","N","30097.46909916","41367.00218343","21565.22979736","11035.01345701","11035.01345701",".39999998","1.444601","1.444631",".00001","4012.20034258","4229.00941181","3024.85456466","45091.16323"
"08/13/2021 03:30:08","N","30401.47700595","41369.30091333","21566.27724456","10573.8723584","10573.8723584",".39999998","1.444601","1.444631",".00001","4013.18950946","4230.7189455","3025.85523605","44858.19263"
"08/13/2021 03:45:09","N","30284.51279318","41369.64014673","21564.61496734","10370.39227616","10370.39227616",".39999998","1.444601","1.444631",".00001","3998.35486767","4236.84364032","3031.95466232","44598.13466"
"08/13/2021 04:00:13","N","30609.28024244","41587.43034267","21531.25865936","10016.41045475","10016.41045475",".39999998","1.444601","1.444631",".00001","3995.37463991","4210.5034914","3008.33600997","44454.00855"
"08/13/2021 04:15:08","N","31145.09097123","41592.1190567","21545.45892333","9610.18541618","9610.19031618",".39999998","1.444601","1.444631",".00001","3997.60827726","4214.86329364","2982.41441631","44590.65511"
