SCED Time Stamp,Repeated Hour Flag,SUM TELEM DSR LOAD,SUM TELEM DSR GEN
08/03/2024 00:00:16,N,326.4,0
08/03/2024 00:15:10,N,320.4,0
08/03/2024 00:30:10,N,313.5,0
08/03/2024 00:45:12,N,307.6,0
08/03/2024 01:00:20,N,303.1,0
08/03/2024 01:15:11,N,301.4,0
08/03/2024 01:30:10,N,292.9,0
08/03/2024 01:45:10,N,288.9,0
08/03/2024 02:00:16,N,286,0
08/03/2024 02:15:12,N,281,0
08/03/2024 02:30:10,N,277.6,0
08/03/2024 02:45:09,N,276.4,0
08/03/2024 03:00:17,N,274.2,0
08/03/2024 03:15:10,N,271.2,0
08/03/2024 03:30:09,N,270.3,0
08/03/2024 03:45:11,N,268.4,0
08/03/2024 04:00:16,N,266,0
08/03/2024 04:15:12,N,263.9,0
08/03/2024 04:30:15,N,260.2,0
08/03/2024 04:45:10,N,259.8,0
08/03/2024 05:00:17,N,255.8,0
08/03/2024 05:15:10,N,251.5,0
08/03/2024 05:30:09,N,248.1,0
08/03/2024 05:45:11,N,245.4,0
08/03/2024 06:00:19,N,243,0
08/03/2024 06:15:12,N,242.7,0
08/03/2024 06:30:09,N,240.7,0
08/03/2024 06:45:09,N,237.3,0
08/03/2024 07:00:17,N,237,0
08/03/2024 07:15:11,N,237.5,0
08/03/2024 07:30:11,N,236.6,0
08/03/2024 07:45:11,N,239.6,0
08/03/2024 08:00:21,N,244.1,0
08/03/2024 08:15:11,N,252,0
08/03/2024 08:30:10,N,256.8,0
08/03/2024 08:45:10,N,265.3,0
08/03/2024 09:00:14,N,274.7,0
08/03/2024 09:15:09,N,282.4,0
08/03/2024 09:30:08,N,290.6,0
08/03/2024 09:45:08,N,300.7,0
08/03/2024 10:00:14,N,308.6,0
08/03/2024 10:15:12,N,315.5,0
08/03/2024 10:30:10,N,327.5,0
08/03/2024 10:45:09,N,338.4,0
08/03/2024 11:00:16,N,345.6,0
08/03/2024 11:15:12,N,354.6,0
08/03/2024 11:30:11,N,360.9,0
08/03/2024 11:45:10,N,369.5,0
08/03/2024 12:00:14,N,375.2,0
08/03/2024 12:15:10,N,374.3,0
08/03/2024 12:30:09,N,383.2,0
08/03/2024 12:45:11,N,387.4,0
08/03/2024 13:00:13,N,393.1,0
08/03/2024 13:15:11,N,399.2,0
08/03/2024 13:30:11,N,402.6,0
08/03/2024 13:45:11,N,410.9,0
08/03/2024 14:00:14,N,411.5,0
08/03/2024 14:15:13,N,414.2,0
08/03/2024 14:30:11,N,419.5,0
08/03/2024 14:45:12,N,422.5,0
08/03/2024 15:00:17,N,422.7,0
08/03/2024 15:15:11,N,427.4,0
08/03/2024 15:30:11,N,430.5,0
08/03/2024 15:45:09,N,431.7,0
08/03/2024 16:00:16,N,432.6,0
08/03/2024 16:15:11,N,429,0
08/03/2024 16:30:13,N,430.3,0
08/03/2024 16:45:10,N,430.6,0
08/03/2024 17:00:21,N,428.4,0
08/03/2024 17:15:10,N,428.2,0
08/03/2024 17:30:10,N,426.9,0
08/03/2024 17:45:12,N,425.8,0
08/03/2024 18:00:24,N,422.5,0
08/03/2024 18:15:15,N,418.5,0
08/03/2024 18:30:10,N,415.1,0
08/03/2024 18:45:10,N,416,0
08/03/2024 19:00:18,N,410.9,0
08/03/2024 19:15:10,N,406.8,0
08/03/2024 19:30:09,N,399.9,0
08/03/2024 19:45:10,N,397.3,0
08/03/2024 20:00:12,N,393.5,0
08/03/2024 20:15:11,N,386.1,0
08/03/2024 20:30:10,N,381,0
08/03/2024 20:45:10,N,377.6,0
08/03/2024 21:00:15,N,372.9,0
08/03/2024 21:15:11,N,372.3,0
08/03/2024 21:30:10,N,364,0
08/03/2024 21:45:12,N,361.4,0
08/03/2024 22:00:24,N,356.1,0
08/03/2024 22:15:12,N,346.5,0
08/03/2024 22:30:10,N,341.3,0
08/03/2024 22:45:10,N,333.6,0
08/03/2024 23:00:14,N,325.6,0
08/03/2024 23:15:11,N,319.2,0
08/03/2024 23:30:10,N,313.5,0
08/03/2024 23:45:11,N,305.8,0
