SCED Time  Stamp,Repeated Hour  Flag,SUM  BASE POINT NON-IRR,SUM  HASL NON-IRR,SUM  LASL NON-IRR,SUM  BASE POINT WGR,SUM   HASL  WGR,SUM  LASL WGR,SUM  BASE POINT PVGR,SUM   HASL  PVGR,SUM  LASL PVGR,SUM  BASE POINT REMAINING RESOURCES,SUM  HASL REMAINING RESOURCES,SUM  LASL REMAINING RESOURCES,SUM  GEN  TELEM  MW
08/18/2024 00:00:17,N,44494.09985981,56964.71421599,27880.78852605,16029.68254441,16033.92236584,5.45412496,.41078961,.42468078,.00592038,3841.5081251,7546.98435497,2076.21248912,64611.09976
08/18/2024 00:15:13,N,44319.54928828,56973.07000172,27731.46266365,15741.7332648,15719.17017,37.5209432,.42231333,.43503163,.0039054,3885.82191668,7392.6069312,1971.0700674,64016.52814
08/18/2024 00:30:11,N,43871.82713867,56988.98671412,27668.35049724,14835.31457544,14957.99778307,5.45412496,1.19228885,1.20020239,.00685585,4071.98906878,7448.84763526,1972.49943828,62592.40588
08/18/2024 00:45:13,N,43206.91617326,57048.56459927,27709.8240199,14710.48605397,14747.88292959,5.45412496,3.07407481,3.08791843,.00676173,4051.92467218,7476.45252871,1968.36569118,61867.97564
08/18/2024 01:00:21,N,42679.41664282,57859.17328953,27851.09900188,14368.57379257,14513.00876861,5.45412496,6.97377329,6.98342826,.00475117,4019.30653457,6749.10106873,1923.23282909,61052.57897
08/18/2024 01:15:11,N,42162.71790646,57686.30403566,27859.41275548,14400.52958834,14420.61447264,5.45412496,1.82349154,1.62803067,.00707756,3837.99788192,6715.85565155,1930.48280167,60411.68865
08/18/2024 01:30:10,N,41339.4552878,57664.78432798,27698.15876865,14291.59647228,14413.02075797,5.45412496,.42150922,.43455104,.00615675,3959.49021521,6762.98934537,1930.64844799,59532.60825
08/18/2024 01:45:11,N,40553.93661248,57703.68689155,27697.90362405,14461.30649442,14471.32454965,5.45412496,.41078961,.43502779,.00684926,3884.12993898,6753.37572914,1927.18934917,58980.62093
08/18/2024 02:00:18,N,40256.68414323,57457.96678471,27618.27558755,14429.45739713,14615.09306302,5.45412496,4.59078991,4.61163903,.00552318,3786.04546818,6809.66597229,1927.13992595,58561.17218
08/18/2024 02:15:12,N,39511.85394801,57549.14664435,27610.66613435,14516.02632439,14661.63219141,5.45412496,11.21874066,11.24798913,.00865593,3854.95348698,6813.56034761,1927.20777797,57929.84528
08/18/2024 02:30:10,N,38752.85556312,57607.25170063,27614.52495336,14725.33652384,14923.23723526,5.45412496,11.78369862,11.81020062,.00781155,3796.44562258,6848.45953136,1927.20676708,57394.67833
08/18/2024 02:45:09,N,38057.22247895,57625.69003224,27655.58674192,14758.80437952,14949.84097975,5.45412496,11.97992323,11.9936188,.00800434,3762.67562554,6857.47408062,1925.81832313,56818.36062
08/18/2024 03:00:18,N,37117.95721669,57813.06862759,27590.8821907,15199.76610428,15356.3965348,5.45412496,6.17770031,6.26241654,.00838048,3787.62047042,6700.80398583,1925.3824253,56145.08876
08/18/2024 03:15:11,N,37149.43811888,58240.4479289,27657.00109243,14586.65063507,14738.53946721,5.45412496,1.21670517,1.74288423,.00810729,3734.90966717,6640.88307768,1924.60432624,55378.31722
08/18/2024 03:30:11,N,36857.06439877,58268.97406148,27657.92005157,14825.73300821,14823.14022231,5.49141846,18.15078938,18.17363789,.00675274,3809.94715962,6689.48297953,1925.53627204,55468.66289
08/18/2024 03:45:12,N,36914.51003511,58292.56576061,27659.52890634,14174.38387578,14404.05547332,5.45412496,18.99538538,19.00530522,.01010253,3738.68260434,6690.53008729,1924.69840431,54735.69598
08/18/2024 04:00:19,N,36739.73313073,58279.05590462,27640.47617483,13931.46912097,13987.07942897,5.45412496,8.6759708,8.69188963,.00940333,3786.99266969,6716.6639443,1923.81781578,54197.57369
08/18/2024 04:15:11,N,36952.74801859,58229.13948941,27641.87754011,13512.33073551,13571.77855352,5.3919864,4.61012667,4.6132023,.00684481,3736.36203738,6663.1364215,1928.39837837,54042.40776
08/18/2024 04:30:14,N,36835.36484556,58269.45914864,27641.96122598,12960.57320784,13021.34780461,5.09584818,6.22738434,6.31280954,.00764812,3738.56965125,6709.03972822,1924.68382453,53306.35449
08/18/2024 04:45:09,N,36813.25007954,58267.3548696,27644.73803186,12732.04061604,12749.92613064,5.19584818,4.54369975,4.55886836,.00746537,3734.76675551,6715.84540081,1930.40339088,53253.4412
08/18/2024 05:00:17,N,37161.46514869,58449.98562121,27588.97859954,12320.94298127,12482.83256946,5.09584818,.43724641,.44192637,.00595464,3745.59451828,6518.4175989,1931.30291938,53161.65388
08/18/2024 05:15:11,N,37069.05567195,58247.992774,27507.7656393,12176.27077003,12182.3327592,5.15006683,.42660308,.43937147,.00604395,3833.08578603,6456.03391236,1925.33360481,52846.17122
