SCED Time Stamp,Repeated Hour Flag,SUM TELEM DSR LOAD,SUM TELEM DSR GEN
09/08/2024 00:00:13,N,196,0
09/08/2024 00:15:11,N,193.8,0
09/08/2024 00:30:10,N,188.8,0
09/08/2024 00:45:11,N,185.2,0
09/08/2024 01:00:12,N,182.3,0
09/08/2024 01:15:10,N,181,0
09/08/2024 01:30:10,N,174.8,0
09/08/2024 01:45:10,N,174,0
09/08/2024 02:00:12,N,170.4,0
09/08/2024 02:15:11,N,168.3,0
09/08/2024 02:30:11,N,166.2,0
09/08/2024 02:45:10,N,165.3,0
09/08/2024 03:00:13,N,163.6,0
09/08/2024 03:15:11,N,161.5,0
09/08/2024 03:30:10,N,160.2,0
09/08/2024 03:45:12,N,158.9,0
09/08/2024 04:00:13,N,159.5,0
09/08/2024 04:15:10,N,158,0
09/08/2024 04:30:11,N,155.4,0
09/08/2024 04:45:10,N,156.9,0
09/08/2024 05:00:12,N,155.4,0
09/08/2024 05:15:11,N,155.3,0
09/08/2024 05:30:10,N,154.7,0
09/08/2024 05:45:10,N,155.8,0
09/08/2024 06:00:13,N,154.9,0
09/08/2024 06:15:11,N,155.5,0
09/08/2024 06:30:11,N,155.8,0
09/08/2024 06:45:09,N,156.8,0
09/08/2024 07:00:13,N,155.1,0
09/08/2024 07:15:11,N,157,0
09/08/2024 07:30:11,N,157.2,0
09/08/2024 07:45:10,N,159.4,0
09/08/2024 08:00:11,N,160.8,0
09/08/2024 08:15:11,N,166,0
09/08/2024 08:30:10,N,168.7,0
09/08/2024 08:45:10,N,173.1,0
09/08/2024 09:00:14,N,177.4,0
09/08/2024 09:15:11,N,181.2,0
09/08/2024 09:30:10,N,184.6,0
09/08/2024 09:45:10,N,188.7,0
09/08/2024 10:00:12,N,193.1,0
09/08/2024 10:15:10,N,195.3,0
09/08/2024 10:30:09,N,200.3,0
09/08/2024 10:45:09,N,203.2,0
09/08/2024 11:00:11,N,206.4,0
09/08/2024 11:15:09,N,210.7,0
09/08/2024 11:30:09,N,215.5,0
09/08/2024 11:45:09,N,220.1,0
09/08/2024 12:00:11,N,223.5,0
09/08/2024 12:15:10,N,226.3,0
09/08/2024 12:30:10,N,234,0
09/08/2024 12:45:09,N,237.2,0
09/08/2024 13:00:13,N,242.8,0
09/08/2024 13:15:10,N,245.7,0
09/08/2024 13:30:10,N,250.6,0
09/08/2024 13:45:10,N,250.6,0
09/08/2024 14:00:12,N,255.4,0
09/08/2024 14:15:10,N,259.8,0
09/08/2024 14:30:10,N,264,0
09/08/2024 14:45:11,N,269.7,0
09/08/2024 15:00:12,N,269.5,0
09/08/2024 15:15:10,N,274.2,0
09/08/2024 15:30:11,N,276.9,0
09/08/2024 15:45:10,N,278.8,0
09/08/2024 16:00:11,N,280.3,0
09/08/2024 16:15:12,N,283.3,0
09/08/2024 16:30:11,N,284.7,0
09/08/2024 16:45:11,N,287.8,0
09/08/2024 17:00:12,N,286.5,0
09/08/2024 17:15:10,N,287.4,0
09/08/2024 17:30:10,N,288.9,0
09/08/2024 17:45:10,N,287.5,0
09/08/2024 18:00:13,N,284.5,0
09/08/2024 18:15:10,N,285.8,0
09/08/2024 18:30:10,N,282.1,0
09/08/2024 18:45:10,N,279.3,0
09/08/2024 19:00:12,N,275.6,0
09/08/2024 19:15:10,N,270.9,0
09/08/2024 19:30:09,N,266.9,0
09/08/2024 19:45:09,N,263.7,0
09/08/2024 20:00:11,N,264.3,0
09/08/2024 20:15:09,N,261.7,0
09/08/2024 20:30:09,N,256.7,0
09/08/2024 20:45:09,N,254.7,0
09/08/2024 21:00:12,N,248.8,0
09/08/2024 21:15:09,N,245.7,0
09/08/2024 21:30:09,N,239,0
09/08/2024 21:45:09,N,235.3,0
09/08/2024 22:00:12,N,228.6,0
09/08/2024 22:15:09,N,223.6,0
09/08/2024 22:30:10,N,217.7,0
09/08/2024 22:45:09,N,209.8,0
09/08/2024 23:00:11,N,204.2,0
09/08/2024 23:15:09,N,200.5,0
09/08/2024 23:30:08,N,194.3,0
09/08/2024 23:45:09,N,190.3,0
