"SCED Time Stamp","Repeated Hour Flag","SUM TELEM DSR LOAD","SUM TELEM DSR GEN"
"08/27/2021 00:00:21","N","2545.2","0"
"08/27/2021 00:15:11","N","2483.1","0"
"08/27/2021 00:30:12","N","2431.6","0"
"08/27/2021 00:45:11","N","2387","0"
"08/27/2021 01:00:16","N","2342.8","0"
"08/27/2021 01:15:07","N","2307.7","0"
"08/27/2021 01:30:07","N","2270.5","0"
"08/27/2021 01:45:07","N","2233.9","0"
"08/27/2021 02:00:10","N","2200.9","0"
"08/27/2021 02:15:07","N","2179.6","0"
"08/27/2021 02:30:07","N","2154.5","0"
"08/27/2021 02:45:08","N","2131.9","0"
"08/27/2021 03:00:11","N","2110.2","0"
"08/27/2021 03:15:08","N","2098.2","0"
"08/27/2021 03:30:08","N","2075.9","0"
"08/27/2021 03:45:08","N","2066","0"
"08/27/2021 04:00:11","N","2043.3","0"
"08/27/2021 04:15:08","N","2033.3","0"
"08/27/2021 04:30:07","N","2021.7","0"
"08/27/2021 04:45:07","N","2020.5","0"
"08/27/2021 05:00:11","N","2019.8","0"
"08/27/2021 05:15:08","N","2030.9","0"
"08/27/2021 05:30:07","N","2051.6","0"
"08/27/2021 05:45:08","N","2065.1","0"
"08/27/2021 06:00:11","N","2083.9","0"
"08/27/2021 06:15:08","N","2126.7","0"
"08/27/2021 06:30:07","N","2143.1","0"
"08/27/2021 06:45:08","N","2184.8","0"
"08/27/2021 07:00:11","N","2177.2","0"
"08/27/2021 07:15:08","N","2169.2","0"
"08/27/2021 07:30:08","N","2166.2","0"
"08/27/2021 07:45:08","N","2179.2","0"
"08/27/2021 08:00:11","N","2200.3","0"
"08/27/2021 08:15:08","N","2247.1","0"
"08/27/2021 08:30:08","N","2296.4","0"
"08/27/2021 08:45:09","N","2331","0"
"08/27/2021 09:00:11","N","2379","0"
"08/27/2021 09:15:08","N","2429.9","0"
"08/27/2021 09:30:07","N","2477.6","0"
"08/27/2021 09:45:08","N","2553.5","0"
"08/27/2021 10:00:12","N","2609.2","0"
"08/27/2021 10:15:08","N","2670.6","0"
"08/27/2021 10:30:10","N","2724.2","0"
"08/27/2021 10:45:11","N","2787","0"
"08/27/2021 11:00:16","N","2854","0"
"08/27/2021 11:15:12","N","2914.9","0"
"08/27/2021 11:30:11","N","2985.8","0"
"08/27/2021 11:45:11","N","3052.2","0"
"08/27/2021 12:00:18","N","3110.1","0"
"08/27/2021 12:15:12","N","3172.3","0"
"08/27/2021 12:30:14","N","3231.4","0"
"08/27/2021 12:45:12","N","3293.5","0"
"08/27/2021 13:00:18","N","3335.9","0"
"08/27/2021 13:15:13","N","3381.2","0"
"08/27/2021 13:30:12","N","3428.7","0"
"08/27/2021 13:45:11","N","3468","0"
"08/27/2021 14:00:16","N","3507.2","0"
"08/27/2021 14:15:12","N","3544.4","0"
"08/27/2021 14:30:28","N","3565.6","0"
"08/27/2021 14:45:11","N","3588.6","0"
"08/27/2021 15:00:17","N","3611.8","0"
"08/27/2021 15:15:14","N","3626","0"
"08/27/2021 15:30:12","N","3648.1","0"
"08/27/2021 15:45:13","N","3666.4","0"
"08/27/2021 16:00:17","N","3673.8","0"
"08/27/2021 16:15:12","N","3682.8","0"
"08/27/2021 16:30:13","N","3694","0"
"08/27/2021 16:45:12","N","3697.6","0"
"08/27/2021 17:00:17","N","3701.2","0"
"08/27/2021 17:15:12","N","3687","0"
"08/27/2021 17:30:11","N","3680.9","0"
"08/27/2021 17:45:11","N","3672.4","0"
"08/27/2021 18:00:18","N","3644.7","0"
"08/27/2021 18:15:12","N","3602.7","0"
"08/27/2021 18:30:11","N","3573","0"
"08/27/2021 18:45:11","N","3535.5","0"
"08/27/2021 19:00:16","N","3484.7","0"
"08/27/2021 19:15:12","N","3424.7","0"
"08/27/2021 19:30:12","N","3359.2","0"
"08/27/2021 19:45:12","N","3306.2","0"
"08/27/2021 20:00:16","N","3265.5","0"
"08/27/2021 20:15:13","N","3246.1","0"
"08/27/2021 20:30:13","N","3217.7","0"
"08/27/2021 20:45:12","N","3183.2","0"
"08/27/2021 21:00:16","N","3137.2","0"
"08/27/2021 21:15:12","N","3092.2","0"
"08/27/2021 21:30:11","N","3047.1","0"
"08/27/2021 21:45:14","N","2994.8","0"
"08/27/2021 22:00:15","N","2937.4","0"
"08/27/2021 22:15:07","N","2890.8","0"
"08/27/2021 22:30:08","N","2830","0"
"08/27/2021 22:45:08","N","2771.5","0"
"08/27/2021 23:00:10","N","2712.2","0"
"08/27/2021 23:15:08","N","2648.1","0"
"08/27/2021 23:30:07","N","2588.6","0"
"08/27/2021 23:45:08","N","2538.6","0"
