"SCED Time  Stamp","Repeated Hour  Flag","SUM  BASE POINT NON-WGR","SUM  HASL NON-WGR","SUM  LASL NON-WGR","SUM  BASE POINT WGR","SUM  HASL  WGR","SUM  LASL  WGR","SUM  BASE POINT REMAINING RESOURCES","SUM  HASL REMAINING RESOURCES","SUM  LASL REMAINING RESOURCES","SUM  GEN  TELEM  MW"
"06/10/2022 00:00:21","N","7228.33783359","10267.31323738","4844.25502872","2968.57436132","3077.77436208",".1292435","3139.9527316","3187.97448348","2407.79998779","13491.03453"
"06/10/2022 00:15:15","N","7401.77605063","10295.92780513","4847.06701803","3035.61019134","3035.61018919",".1292435","3173.33123874","3188.44292831","2408.79998779","13546.6857"
"06/10/2022 00:30:15","N","7447.91181297","10232.37954206","4826.30087804","2905.55397987","2905.55397772",".1292435","3173.36313319","3188.63256454","2407.79998779","13439.10965"
"06/10/2022 00:45:14","N","7172.07828692","10229.69503993","4832.70468139","2951.88364839","2951.88364839",".1292435","3173.16311097","3188.6960411","2408.79998779","13382.93692"
"06/10/2022 01:00:23","N","6763.78594131","10144.63953251","4789.41516113","2893.85874795","2893.85874795",".1292435","3172.18468499","3196.86004924","2407.79998779","13020.21712"
"06/10/2022 01:15:13","N","6409.18394012","10143.50097603","4790.26867675","2938.11544179","2938.11543989",".1292435","3182.79711818","3198.26513957","2408.79998779","12671.06159"
"06/10/2022 01:30:15","N","6172.63182373","10175.16255898","4790.48840332","2993.98803615","2993.98803591",".1292435","3183.1465106","3197.86011028","2408.79998779","12416.48378"
"06/10/2022 01:45:14","N","6093.51772613","9963.49047036","4666.36022949","3015.85791516","3015.85791611",".1292435","3182.53673481","3198.26507854","2408.79998779","12295.78648"
"06/10/2022 02:00:15","N","6064.60781784","9929.95537204","4661.19685363","3038.11343336","3038.11343216",".1292435","3183.20838785","3198.46759319","2408.79998779","12308.20204"
"06/10/2022 02:15:12","N","5444.72281951","9930.42255086","4661.97009277","3157.22753238","3157.22753238",".1292435","3181.78353667","3198.18921184","2408.79998779","12034.16206"
