"SCED Time Stamp","Repeated Hour Flag","SUM TELEM DSR LOAD","SUM TELEM DSR GEN"
"06/25/2021 00:00:19","N","2706.5","0"
"06/25/2021 00:15:11","N","2648.6","0"
"06/25/2021 00:30:14","N","2596","0"
"06/25/2021 00:45:11","N","2542.7","0"
"06/25/2021 01:00:18","N","2505.4","0"
"06/25/2021 01:15:12","N","2465.9","0"
"06/25/2021 01:30:12","N","2424.3","0"
"06/25/2021 01:45:12","N","2394.3","0"
"06/25/2021 02:00:20","N","2361.1","0"
"06/25/2021 02:15:13","N","2325.9","0"
"06/25/2021 02:30:12","N","2296.9","0"
"06/25/2021 02:45:12","N","2262.9","0"
"06/25/2021 03:00:17","N","2241.5","0"
"06/25/2021 03:15:12","N","2221.3","0"
"06/25/2021 03:30:13","N","2196.4","0"
"06/25/2021 03:45:13","N","2170.4","0"
"06/25/2021 04:00:17","N","2150.4","0"
"06/25/2021 04:15:13","N","2139.6","0"
"06/25/2021 04:30:12","N","2123.3","0"
"06/25/2021 04:45:11","N","2107.6","0"
"06/25/2021 05:00:19","N","2092.4","0"
"06/25/2021 05:15:12","N","2097.7","0"
"06/25/2021 05:30:11","N","2095.5","0"
"06/25/2021 05:45:11","N","2099.7","0"
"06/25/2021 06:00:17","N","2104","0"
"06/25/2021 06:15:12","N","2116.7","0"
"06/25/2021 06:30:12","N","2107.4","0"
"06/25/2021 06:45:12","N","2112.6","0"
"06/25/2021 07:00:19","N","2122.9","0"
"06/25/2021 07:15:12","N","2153","0"
"06/25/2021 07:30:14","N","2178.1","0"
"06/25/2021 07:45:11","N","2203.3","0"
"06/25/2021 08:00:16","N","2240","0"
"06/25/2021 08:15:12","N","2291.2","0"
"06/25/2021 08:30:11","N","2343.7","0"
"06/25/2021 08:45:12","N","2392.4","0"
"06/25/2021 09:00:17","N","2458.2","0"
"06/25/2021 09:15:11","N","2513","0"
"06/25/2021 09:30:13","N","2562.3","0"
"06/25/2021 09:45:12","N","2609.5","0"
"06/25/2021 10:00:22","N","2667.6","0"
"06/25/2021 10:15:14","N","2728.4","0"
"06/25/2021 10:30:13","N","2780","0"
"06/25/2021 10:45:12","N","2834.9","0"
"06/25/2021 11:00:20","N","2891.1","0"
"06/25/2021 11:15:13","N","2932.2","0"
"06/25/2021 11:30:13","N","2979.9","0"
"06/25/2021 11:45:12","N","3029.4","0"
"06/25/2021 12:00:17","N","3077.9","0"
"06/25/2021 12:15:13","N","3129.4","0"
"06/25/2021 12:30:14","N","3181.6","0"
"06/25/2021 12:45:13","N","3226.6","0"
"06/25/2021 13:00:19","N","3266.3","0"
"06/25/2021 13:15:15","N","3316","0"
"06/25/2021 13:30:12","N","3362.3","0"
"06/25/2021 13:45:13","N","3401.5","0"
"06/25/2021 14:00:16","N","3433.7","0"
"06/25/2021 14:15:12","N","3456","0"
"06/25/2021 14:30:12","N","3518.6","0"
"06/25/2021 14:45:10","N","3536.3","0"
"06/25/2021 15:00:16","N","3545.1","0"
"06/25/2021 15:15:12","N","3571.3","0"
"06/25/2021 15:30:12","N","3556.8","0"
"06/25/2021 15:45:12","N","3572.3","0"
"06/25/2021 16:00:18","N","3602","0"
"06/25/2021 16:15:11","N","3609.1","0"
"06/25/2021 16:30:11","N","3629.6","0"
"06/25/2021 16:45:12","N","3644.9","0"
"06/25/2021 17:00:17","N","3653.8","0"
"06/25/2021 17:15:12","N","3652","0"
"06/25/2021 17:30:11","N","3654.5","0"
"06/25/2021 17:45:11","N","3655.3","0"
"06/25/2021 18:00:20","N","3647.1","0"
"06/25/2021 18:15:11","N","3609.1","0"
"06/25/2021 18:30:13","N","3606.8","0"
"06/25/2021 18:45:11","N","3578.3","0"
"06/25/2021 19:00:16","N","3537.1","0"
"06/25/2021 19:15:11","N","3493.1","0"
"06/25/2021 19:30:12","N","3455.6","0"
"06/25/2021 19:45:11","N","3422.6","0"
"06/25/2021 20:00:16","N","3356.8","0"
"06/25/2021 20:15:13","N","3302.4","0"
"06/25/2021 20:30:11","N","3271.3","0"
"06/25/2021 20:45:11","N","3246.1","0"
"06/25/2021 21:00:14","N","3222","0"
"06/25/2021 21:15:11","N","3198.1","0"
"06/25/2021 21:30:11","N","3164.7","0"
"06/25/2021 21:45:11","N","3124.2","0"
"06/25/2021 22:00:15","N","3070.5","0"
"06/25/2021 22:15:11","N","3013.4","0"
"06/25/2021 22:30:12","N","2957.6","0"
"06/25/2021 22:45:12","N","2906.8","0"
"06/25/2021 23:00:16","N","2851.3","0"
"06/25/2021 23:15:11","N","2800.2","0"
"06/25/2021 23:30:13","N","2741.2","0"
"06/25/2021 23:45:11","N","2681","0"
